word	language	ontology_id	backbone_label	backbone_level	scope	synonym_type	match_kind	evidence	candidate_blocks	flags	corpus_mentions	word_sources	rationale	design_key
bright rose pink	en	FLOPO:0988000	pink	1	NARROW	botanical_colour_name	modified			compound_head_rule|degree_modifier	3	botanical_terminology|corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'rose pink'.	ISCCNBS:L1_001
bright rust	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'rust'.	ISCCNBS:L1_003
bright white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'bright' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.	ISCCNBS:L1_011
brilliant scarlet	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	corpus	Modifier 'brilliant' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'scarlet'.	ISCCNBS:L1_002
bronze brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'bronze').	ISCCNBS:L1_004
bronze gray	en	FLOPO:0988010	gray	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'gray' class 'gray' (tending towards 'bronze').	ISCCNBS:L1_012
brownish cream	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'cream' class 'yellow' (tending towards 'brownish').	ISCCNBS:L2_010
brownish olive	en	FLOPO:0988005	olive	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'olive' class 'olive' (tending towards 'brownish').	ISCCNBS:L1_006
brownish straw	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'straw' class 'yellow' (tending towards 'brownish').	ISCCNBS:L2_010
brownish violet	en	FLOPO:0988027	violet	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'violet' class 'violet' (tending towards 'brownish').	ISCCNBS:L2_022
creamish white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'creamish').	ISCCNBS:L1_011
creamy pink	en	FLOPO:0988000	pink	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'pink' class 'pink' (tending towards 'creamy').	ISCCNBS:L1_001
dark brown black	en	FLOPO:0988090	brownish black	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown black'.	ISCCNBS:L3_065
dark brownish black	en	FLOPO:0988090	brownish black	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish black'.	ISCCNBS:L3_065
dark brownish gray	en	FLOPO:0988089	brownish gray	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish gray'.	ISCCNBS:L3_064
dark brownish purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish purple'.	ISCCNBS:L1_010
dark brownish red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish red'.	ISCCNBS:L1_002
dark chestnut brown	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'chestnut brown'.	ISCCNBS:L2_005
dark chocolate brown	en	FLOPO:0988072	grayish reddish brown	3	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'chocolate brown'.	ISCCNBS:L3_046
dark greenish	en	FLOPO:0988006	green	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'greenish'.	ISCCNBS:L1_008
dark plum	en	FLOPO:0988028	purple (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|no_botanical_source_tier_general|single_source_lifted_to_level2	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'plum'.	ISCCNBS:L2_023
dark purple maroon	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'dark' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'purple maroon'.	ISCCNBS:L1_002
deep blackish brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'blackish brown'.	ISCCNBS:L2_007
deep chestnut	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block	3	corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'chestnut'.	ISCCNBS:L2_005
deep dull green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dull green'.	ISCCNBS:L2_017
deep magenta	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	FLOPO value label|corpus	Modifier 'deep' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'magenta'.	ISCCNBS:L1_002
deeply purple	en	FLOPO:0988028	purple (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'deeply' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'purple'.	ISCCNBS:L2_023
dull brownish	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.	ISCCNBS:L1_004
dull castaneous	en	PATO:0001287	reddish brown	2	NARROW	botanical_colour_name	modified	DOI:10.1364/JOSA.39.000592|EVID:NIST_SP440|EVID:RIDGWAY_1912		degree_modifier|multi_block	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'castaneous'.	ISCCNBS:L2_005
dull dark brown	en	FLOPO:0988084	dark brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dark brown'.	ISCCNBS:L3_059
dull dark purple	en	FLOPO:0988237	dark purple	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dark purple'.	ISCCNBS:L3_224
dull grayish brown	en	FLOPO:0988086	grayish brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'grayish brown'.	ISCCNBS:L3_061
dull grayish green	en	PATO:0104007	grayish green	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'grayish green'.	ISCCNBS:L3_150
dull greenish brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'greenish brown'.	ISCCNBS:L1_004
dull ochre	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'ochre'.	ISCCNBS:L1_005
dull pale brown	en	FLOPO:0988085	light grayish brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_CENTROIDS		degree_modifier|b3_pale_gloss_narrow	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'pale brown'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_060
dull purplish green	en	FLOPO:0988006	green	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'purplish green'.	ISCCNBS:L1_008
dull yellow green	en	PATO:0001941	yellow green	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'dull' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'yellow green'.	ISCCNBS:L1_007
faint purple	en	FLOPO:0988028	purple (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'faint' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'purple'.	ISCCNBS:L2_023
faintly maroon	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	corpus	Modifier 'faintly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'maroon'.	ISCCNBS:L1_002
flesh pink	en	FLOPO:0988000	pink	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'pink' class 'pink' (tending towards 'flesh').	ISCCNBS:L1_001
flesh white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'white' class 'white' (tending towards 'flesh').	ISCCNBS:L1_011
fulvous ferruginous	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	compound_head			compound_head_rule	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'ferruginous' class 'orange' (tending towards 'fulvous').	ISCCNBS:L1_003
glossy brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'glossy' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
glossy dark brown	en	FLOPO:0988084	dark brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'glossy' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dark brown'.	ISCCNBS:L3_059
golden orange	en	FLOPO:0988002	orange	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'orange' class 'orange' (tending towards 'golden').	ISCCNBS:L1_003
grayish silvery	en	FLOPO:0988009	white	1	RELATED	botanical_colour_name	modified	EVID:SACCARDO_CHROMOTAXIA		degree_modifier	3	corpus	Modifier 'grayish' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'silvery'.	ISCCNBS:L1_011
green olivaceous	en	FLOPO:0988005	olive	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'olivaceous' class 'olive' (tending towards 'green').	ISCCNBS:L1_006
green white	en	PATO:0104067	greenish white	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			3	corpus	'-ish' variant of the ISCC-NBS name 'greenish white' (level 3).	ISCCNBS:L3_153
greenish fawn	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'fawn' class 'brown' (tending towards 'greenish').	ISCCNBS:L1_004
honey	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	91	no_botanical_source_tier_general|single_source_lifted_to_level2	3	corpus	Documented senses fall in ISCC-NBS block(s) 91; lowest covering backbone class is level 2 'yellow'. M synonym: Middle Stone; no other bare 'Honey'; PDF p.155 Sense tier used: general (1 sense(s)); all sources give blocks 91. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_010
indigo	en	FLOPO:0988028	purple (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	vernacular	EVID:NIST_SP440	229	no_botanical_source_tier_general|single_source_lifted_to_level2	3	corpus	Documented senses fall in ISCC-NBS block(s) 229; lowest covering backbone class is level 2 'purple'. M synonyms: English Inde, Indebaudias, Inde Blue, Indian Blue, Indico; PDF p.156 Sense tier used: general (1 sense(s)); all sources give blocks 179 183 187 188 192 204 229. Only one source places the word in a single block, so it is attached to that block's level-2 class rather than to the block itself.	ISCCNBS:L2_023
light fulvous	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	corpus	Modifier 'light' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'fulvous'.	ISCCNBS:L1_003
light orange brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'light' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange brown'.	ISCCNBS:L1_004
light yellowish	en	FLOPO:0988004	yellow	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'light' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'yellowish'.	ISCCNBS:L1_005
lilac mauve	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'mauve' class 'purple' (tending towards 'lilac').	ISCCNBS:L1_010
lilac purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'lilac').	ISCCNBS:L1_010
medium yellow brown	en	FLOPO:0988018	yellowish brown	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'medium' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'yellow brown'.	ISCCNBS:L2_009
ochreous olivaceous	en	FLOPO:0988005	olive	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'olivaceous' class 'olive' (tending towards 'ochreous').	ISCCNBS:L1_006
orange scarlet	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a RELATED synonym of the head 'scarlet' class 'red' (tending towards 'orange').	ISCCNBS:L1_002
orangey brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'orangey').	ISCCNBS:L1_004
orangish	en	FLOPO:0988002	orange	1	RELATED	botanical_colour_name	ish_tendency	EVID:NIST_SP440			3	botanical_terminology|corpus	Hue-tendency adjective; ISCC-NBS uses 'orangish' only as a modifier inside compound names, so the bare word is RELATED to level-1 'orange', not a block.	ISCCNBS:L1_003
pale bluish green	en	PATO:0104020	bluish green	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'bluish green'.	ISCCNBS:L2_018
pale brownish straw	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish straw'.	ISCCNBS:L2_010
pale brownish yellow	en	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brownish yellow'.	ISCCNBS:L1_005
pale buff brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'buff brown'.	ISCCNBS:L1_004
pale dull green	en	FLOPO:0988023	green (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'dull green'.	ISCCNBS:L2_017
pale magenta	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		crosses_level1|degree_modifier	3	PATO exact synonym|corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'magenta'.	ISCCNBS:L1_002
pale olive	en	FLOPO:0988132	light grayish olive	3	NARROW	botanical_colour_name	iscc_gloss	EVID:NIST_CENTROIDS		b3_pale_gloss_narrow	3	corpus	Not a literal ISCC-NBS name; Kelly (1958) glosses 'pale' as 'light grayish', giving block 'light grayish olive'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_109
pale olive brown	en	FLOPO:0988020	olive brown	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'olive brown'.	ISCCNBS:L2_011
pale pinkish mauve	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	modified			components_cross_level1|compound_head_rule|degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'pinkish mauve'.	ISCCNBS:L1_010
pale reddish	en	FLOPO:0988001	red	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	FLOPO value label|corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'reddish'.	ISCCNBS:L1_002
pale white	en	FLOPO:0988009	white	1	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'pale' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'white'.	ISCCNBS:L1_011
pinkish straw	en	FLOPO:0988019	yellow (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'straw' class 'yellow' (tending towards 'pinkish').	ISCCNBS:L2_010
red black	en	FLOPO:0988050	reddish black	3	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			3	corpus	'-ish' variant of the ISCC-NBS name 'reddish black' (level 3).	ISCCNBS:L3_024
red orange	en	FLOPO:0988015	reddish orange	2	EXACT	botanical_colour_name	iscc_variant	EVID:NIST_SP440			3	botanical_terminology|corpus	'-ish' variant of the ISCC-NBS name 'reddish orange' (level 2).	ISCCNBS:L2_004
rich brown	en	FLOPO:0988017	brown (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'rich' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'brown'.	ISCCNBS:L2_007
rosy purple	en	FLOPO:0988008	purple	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'purple' class 'purple' (tending towards 'rosy').	ISCCNBS:L1_010
rusty yellow	en	FLOPO:0988004	yellow	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'yellow' class 'yellow' (tending towards 'rusty').	ISCCNBS:L1_005
salmon red	en	FLOPO:0988001	red	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'red' class 'red' (tending towards 'salmon').	ISCCNBS:L1_002
sepia	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	vernacular	EVID:NIST_SP440	81 95	crosses_level1	3	botanical_terminology|corpus	Documented senses span ISCC-NBS block(s) 81 95 across level-1 categories brown, olive; no backbone class below color covers all senses, so the word is a RELATED synonym of the majority/fallback level-1 class. PDF p.181 Sense tier used: botanical (1 sense(s)); all sources give blocks 63 81 95 96.	ISCCNBS:L1_004
shining light brown	en	FLOPO:0988082	light brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'shining' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'light brown'.	ISCCNBS:L3_057
shiny orange	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'shiny' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange'.	ISCCNBS:L2_006
shiny pale brown	en	FLOPO:0988085	light grayish brown	3	NARROW	botanical_colour_name	modified	EVID:NIST_CENTROIDS		degree_modifier|b3_pale_gloss_narrow	3	corpus	Modifier 'shiny' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'pale brown'. Curator decision B3 (2026-09-18): 'pale X' is EXACT only where ISCC-NBS itself names the block that way; otherwise NARROW.	ISCCNBS:L3_060
slightly brownish	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.	ISCCNBS:L1_004
slightly orange	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|level_homonym	3	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'orange'.	ISCCNBS:L2_006
slightly tawny	en	FLOPO:0988016	orange (ISCC-NBS level 2)	2	NARROW	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier|single_source_lifted_to_level2	3	corpus	Modifier 'slightly' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a NARROW synonym of the class of its head 'tawny'.	ISCCNBS:L2_006
somewhat brownish	en	FLOPO:0988003	brown	1	RELATED	botanical_colour_name	modified	EVID:NIST_SP440		degree_modifier	3	corpus	Modifier 'somewhat' is not an ISCC-NBS modifier for this head (or the phrase is not a level-3 name); the phrase is a RELATED synonym of the class of its head 'brownish'.	ISCCNBS:L1_004
straw brown	en	FLOPO:0988003	brown	1	NARROW	botanical_colour_name	compound_head			compound_head_rule|components_cross_level1	3	corpus	Two-colour compound not named by ISCC-NBS; English head-final reading makes it a NARROW synonym of the head 'brown' class 'brown' (tending towards 'straw').	ISCCNBS:L1_004
