signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0000282|PATO_0000574	PO_0000282	trichome	PATO_0000574	decreased length	trichome decreased length	A flora phenotype in which a(n) trichome exhibits the quality decreased length.	FLOPO_0000355	novel		3	0	3	28|126|249	Ehretia obtusifolia Hochst. ex A.DC. (p28): short hairs	Soda rosmarinus (Bunge ex Boiss.) (p126): short hairs	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009049|PATO_0001555	PO_0009049	inflorescence	PATO_0001555	has number of	inflorescence has number of	A flora phenotype in which a(n) inflorescence exhibits the quality has number of.	FLOPO_0000034	novel		3	0	3	36|39|203	Trema orientale (L.) Blume (p36): containing many flowers	Gymnosporia arbutifolia (Hochst. ex A.Rich.) Loes. (p39): with many flowers	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: relational ""has number of"" without a counted entity; source is a count (""many flowers""), not a PATO value)"
EQ|PO_0025034|PATO_0001227	PO_0025034	leaf	PATO_0001227	variant	leaf variant	A flora phenotype in which a(n) leaf exhibits the quality variant.	FLOPO_0000004	novel		3	0	3	73|213|282	Ficus palmata subsp. palmata (p73): variable in shape	Hibiscus micranthus L.f. (p213): leaves variable in shape	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: ""variable in shape"" is intra-taxon variation, not PATO variant (abnormal-sense))"
EQ|PO_0025073|PATO_0000470	PO_0025073	branch	PATO_0000470	increased amount	branch increased amount	A flora phenotype in which a(n) branch exhibits the quality increased amount.	FLOPO_0000100	novel		3	0	3	118|122|271	Atriplex turcomanica (Moq.) Boiss. (p118): numerous branches	Cornulaca monacantha Delile (p122): with many woody branches	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025356|PATO_0000586	PO_0025356	bulb	PATO_0000586	increased size	bulb increased size	A flora phenotype in which a(n) bulb exhibits the quality increased size.	FLOPO_0002255	novel		3	0	3	259|260|267	Allium atroviolaceum Boiss. (p259): large bulb	Crinum album (Forssk.) Herb. (p260): a large bulb	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000003|PATO_0000569	PO_0000003	whole plant	PATO_0000569	decreased height	whole plant decreased height	A flora phenotype in which a(n) whole plant exhibits the quality decreased height.	FLOPO_0000089	novel		2	0	2	163|312	Rhanterium epapposum Oliv. (p163): short shrub	Cymbopogon schoenanthus (L.) Spreng. (p312): short	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000003|PATO_0002285	PO_0000003	whole plant	PATO_0002285	increased branchiness	whole plant increased branchiness	A flora phenotype in which a(n) whole plant exhibits the quality increased branchiness.	FLOPO_0000089	novel		2	0	2	19|24	Carissa spinarum (p19): much branched	Cordia africana L. (p24): much branched	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000013|PATO_0000587	PO_0000013	cauline leaf	PATO_0000587	decreased size	cauline leaf decreased size	A flora phenotype in which a(n) cauline leaf exhibits the quality decreased size.	FLOPO_0012852	novel		2	0	2	120|121	Caroxylon vermiculatum (L.) Akhani & Roalson (p120): The lower leaves of the stem are small	Caroxylon villosum (Schult.) Akhani & Roalson (p121): the lower leaves are small	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009001|PATO_0000599	PO_0009001	fruit	PATO_0000599	decreased width	fruit decreased width	A flora phenotype in which a(n) fruit exhibits the quality decreased width.	FLOPO_0000030	novel		2	0	2	265|266	Leptadenia arborea (Forssk.) Schweinf. (p265): narrow follicle	Stephanotis schimperi (Decne.) S.Reuss, Liede & Meve (p266): narrow follicle	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009029|PATO_0000470	PO_0009029	stamen	PATO_0000470	increased amount	stamen increased amount	A flora phenotype in which a(n) stamen exhibits the quality increased amount.	FLOPO_0000188	novel		2	0	2	208|211	Grewia erythraea Schweinf. (p208): stamens numerous	Grewia velutina (Forssk.) Lam. (p211): stamens numerous	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009046|PATO_0000470	PO_0009046	flower	PATO_0000470	increased amount	flower increased amount	A flora phenotype in which a(n) flower exhibits the quality increased amount.	FLOPO_0000122	novel		2	0	2	128|137	Suaeda fruticosa Forssk. ex J.F.Gmel. (p128): The flowers are numerous	Adenium obesum (Forssk.) Roem. & Schult. (p137): large numbers of flowers	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009053|PATO_0000574	PO_0009053	peduncle	PATO_0000574	decreased length	peduncle decreased length	A flora phenotype in which a(n) peduncle exhibits the quality decreased length.	FLOPO_0000283	novel		2	0	2	152|244	Anvillea garcinii (Burm.f.) DC. (p152): on a short stalk	Scrophularia deserti Delile (p244): short-peduncled	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020049|PATO_0000574	PO_0020049	leaflet	PATO_0000574	decreased length	leaflet decreased length	A flora phenotype in which a(n) leaflet exhibits the quality decreased length.	FLOPO_0000045	novel		2	0	2	18|236	Searsia retinorrhoea (Steud. ex Oliv.) Moffett (p18): leaflets short-stalked	Rosa abyssinica R.Br. ex Lindl. (p236): short-stalked	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025034|PATO_0000574	PO_0025034	leaf	PATO_0000574	decreased length	leaf decreased length	A flora phenotype in which a(n) leaf exhibits the quality decreased length.	FLOPO_0000004	novel		2	0	2	123|184	Halothamnus iraqensis Botsch. (p123): short	Ephedra pachyclada Boiss. (p184): leaves short	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025034|PATO_0001731	PO_0025034	leaf	PATO_0001731	deciduous (plant)	leaf deciduous (plant)	A flora phenotype in which a(n) leaf exhibits the quality deciduous (plant).	FLOPO_0000004	novel		2	0	2	48|170	Euphorbia ammak Schweinf. (p48): deciduous	Capparis decidua (Forssk.) Edgew. (p170): leaves deciduous	exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: bearer incoherent: PATO:0001731 deciduous (plant) inheres in a plant that sheds leaves; leaf sense is PATO:0001730)
EQ|PO_0025073|PATO_0002285	PO_0025073	branch	PATO_0002285	increased branchiness	branch increased branchiness	A flora phenotype in which a(n) branch exhibits the quality increased branchiness.	FLOPO_0000100	novel		2	0	2	30|38	Commiphora kataf (Forssk.) Engl. (p30): much-branched	Maerua crassifolia Forssk. (p38): many branches	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025172|PATO_0000587	PO_0025172	thorn	PATO_0000587	decreased size	thorn decreased size	A flora phenotype in which a(n) thorn exhibits the quality decreased size.	FLOPO_0001761	novel		2	0	2	52|56	Prosopis cineraria (L.) Druce (p52): small thorns	Senegalia mellifera (Benth.) Seigler & Ebinger (p56): thorns small	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0030100|PATO_0000591	PO_0030100	legume fruit	PATO_0000591	increased thickness	legume fruit increased thickness	A flora phenotype in which a(n) legume fruit exhibits the quality increased thickness.	PHENO|PO_0030100	novel		2	0	2	58|296	Vachellia etbaica (Schweinf.) Kyal. & Boatwr. (p58): thick	Lotus arabicus Sol. ex L. (p296): and thick	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000003|PATO_0000969	PO_0000003	whole plant	PATO_0000969	dwarf-like	whole plant dwarf-like	A flora phenotype in which a(n) whole plant exhibits the quality dwarf-like.	FLOPO_0000089	novel		1	0	1	126	Soda rosmarinus (Bunge ex Boiss.) (p126): dwarf		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000003|PATO_0002210	PO_0000003	whole plant	PATO_0002210	bulbous	whole plant bulbous	A flora phenotype in which a(n) whole plant exhibits the quality bulbous.	FLOPO_0000089	novel		1	0	1	261	Scadoxus multiflorus (Martyn) Raf. (p261): a bulbous plant		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: ""bulbous plant"" = plant bearing a bulb; PATO bulbous is a swelling shape of the bearer)"
EQ|PO_0000013|PATO_0000574	PO_0000013	cauline leaf	PATO_0000574	decreased length	cauline leaf decreased length	A flora phenotype in which a(n) cauline leaf exhibits the quality decreased length.	FLOPO_0012852	novel		1	0	1	120	Caroxylon vermiculatum (L.) Akhani & Roalson (p120): and short		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0000049|PATO_0000952	PO_0000049	leaf lamina abaxial epidermis	PATO_0000952	brown	leaf lamina abaxial epidermis brown	A flora phenotype in which a(n) leaf lamina abaxial epidermis exhibits the quality brown.	PHENO|PO_0000049	allowed	curator_review_2026-09-18	1	1	1	24	Cordia africana L. (p24): hairs tending to brown beneath		exclude	mis-grounded: the brown structures are the hairs beneath, not the abaxial epidermis
EQ|PO_0004518|PATO_0000455	PO_0004518	bark	PATO_0000455	pubescent	bark pubescent	A flora phenotype in which a(n) bark exhibits the quality pubescent.	FLOPO_0000010	allowed	2016_seed	1	0	1	254	Zygophyllum coccineum L. (p254): downy		exclude	PATO homonym trap: PATO:0000455 pubescent is onset-of-puberty maturity; the indumentum sense is PATO:0000454 hairy or FLOPO pubescent
EQ|PO_0004542|PATO_0000574	PO_0004542	rhizome	PATO_0000574	decreased length	rhizome decreased length	A flora phenotype in which a(n) rhizome exhibits the quality decreased length.	FLOPO_0000194	novel		1	0	1	261	Scadoxus multiflorus (Martyn) Raf. (p261): usually with a short rhizome		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0004701|PATO_0000574	PO_0004701	short shoot	PATO_0000574	decreased length	short shoot decreased length	A flora phenotype in which a(n) short shoot exhibits the quality decreased length.	FLOPO_0001185	novel		1	0	1	93	Prunus korshinskyi Hand.-Mazz. (p93): on a short spur		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0005032|PATO_0000574	PO_0005032	megasporangiate strobilus	PATO_0000574	decreased length	megasporangiate strobilus decreased length	A flora phenotype in which a(n) megasporangiate strobilus exhibits the quality decreased length.	PHENO|PO_0005032	novel		1	0	1	183	Ephedra foeminea Forssk. (p183): on a short, hooked stalk		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0005032|PATO_0002215	PO_0005032	megasporangiate strobilus	PATO_0002215	falciform	megasporangiate strobilus falciform	A flora phenotype in which a(n) megasporangiate strobilus exhibits the quality falciform.	PHENO|PO_0005032	allowed	curator_review_2026-09-18	1	1	1	183	Ephedra foeminea Forssk. (p183): on a short, hooked stalk		exclude	mis-grounded: Ephedra foeminea 'hooked stalk' describes the cone stalk, not a falciform megasporangiate strobilus
EQ|PO_0009001|PATO_0000455	PO_0009001	fruit	PATO_0000455	pubescent	fruit pubescent	A flora phenotype in which a(n) fruit exhibits the quality pubescent.	FLOPO_0000030	allowed	2016_seed	1	0	1	133	Deverra tortuosa (Desf.) DC. (p133): bear downy hairs		exclude	PATO homonym trap: PATO:0000455 pubescent is onset-of-puberty maturity; the indumentum sense is PATO:0000454 hairy or FLOPO pubescent
EQ|PO_0009001|PATO_0000574	PO_0009001	fruit	PATO_0000574	decreased length	fruit decreased length	A flora phenotype in which a(n) fruit exhibits the quality decreased length.	FLOPO_0000030	novel		1	0	1	157	Euryops arabicus Steud. ex Jaub. & Spach (p157): short		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009001|PATO_0001979	PO_0009001	fruit	PATO_0001979	lobed	fruit lobed	A flora phenotype in which a(n) fruit exhibits the quality lobed.	FLOPO_0000030	allowed	2016_seed	1	1	1	211	Grewia velutina (Forssk.) Lam. (p211): unlobed		exclude	duplicate of live FLOPO_0000257 (fruit lobed)
EQ|PO_0009001|PATO_0005016	PO_0009001	fruit	PATO_0005016	surrounded by	fruit surrounded by	A flora phenotype in which a(n) fruit exhibits the quality surrounded by.	FLOPO_0000030	novel		1	0	1	102	Nuxia congesta R.Br. ex Fresen. (p102): surrounded by the base of the corolla		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: relational quality ""surrounded by"" without its filler (corolla base); not a PO x PATO value pair)"
EQ|PO_0009005|PATO_0001596	PO_0009005	root	PATO_0001596	increased depth	root increased depth	A flora phenotype in which a(n) root exhibits the quality increased depth.	FLOPO_0000039	novel		1	0	1	74	Ficus salicifolia Vahl (p74): deep roots		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009010|PATO_0000455	PO_0009010	seed	PATO_0000455	pubescent	seed pubescent	A flora phenotype in which a(n) seed exhibits the quality pubescent.	FLOPO_0000074	allowed	2016_seed	1	0	1	179	Cleome droserifolia (Forssk.) Delile (p179): with downy hairs		exclude	PATO homonym trap: PATO:0000455 pubescent is onset-of-puberty maturity; the indumentum sense is PATO:0000454 hairy or FLOPO pubescent
EQ|PO_0009010|PATO_0000470	PO_0009010	seed	PATO_0000470	increased amount	seed increased amount	A flora phenotype in which a(n) seed exhibits the quality increased amount.	FLOPO_0000074	novel		1	0	1	279	Dianthus crinitus Sm. (p279): containing many seeds		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009010|PATO_0001555	PO_0009010	seed	PATO_0001555	has number of	seed has number of	A flora phenotype in which a(n) seed exhibits the quality has number of.	FLOPO_0000074	novel		1	0	1	205	Lawsonia inermis L. (p205): containing many seeds		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: relational ""has number of"" without a counted entity; source is a count)"
EQ|PO_0009010|PATO_0002118	PO_0009010	seed	PATO_0002118	multiple	seed multiple	A flora phenotype in which a(n) seed exhibits the quality multiple.	FLOPO_0000074	allowed	curator_review_2026-09-18	1	1	1	249	Withania somnifera (L.) Dunal (p249): seeds numerous		exclude	count, not a PATO value: 'seeds numerous' is a seed number (same criterion as 'has number of' / 'many seeds' in the pair screen)
EQ|PO_0009032|PATO_0000574	PO_0009032	petal	PATO_0000574	decreased length	petal decreased length	A flora phenotype in which a(n) petal exhibits the quality decreased length.	FLOPO_0000013	novel		1	0	1	211	Grewia velutina (Forssk.) Lam. (p211): petals shorter than the sepals		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009032|PATO_0000599	PO_0009032	petal	PATO_0000599	decreased width	petal decreased width	A flora phenotype in which a(n) petal exhibits the quality decreased width.	FLOPO_0000013	novel		1	0	1	142	Periploca aphylla Decne. (p142): narrow		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009047|PATO_0001779	PO_0009047	stem	PATO_0001779	decreased strength	stem decreased strength	A flora phenotype in which a(n) stem exhibits the quality decreased strength.	FLOPO_0000001	novel		1	0	1	227	Myrsine africana L. (p227): weak		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009047|PATO_0002336	PO_0009047	stem	PATO_0002336	pyramidal	stem pyramidal	A flora phenotype in which a(n) stem exhibits the quality pyramidal.	FLOPO_0000001	novel		1	0	1	285	Euphorbia cactus Ehrenb. ex Boiss. (p285): stem has distinct pyramidal rings		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: source ""pyramidal rings"" describes surface rings on the stem, not a pyramidal stem)"
EQ|PO_0009049|PATO_0000587	PO_0009049	inflorescence	PATO_0000587	decreased size	inflorescence decreased size	A flora phenotype in which a(n) inflorescence exhibits the quality decreased size.	FLOPO_0000034	novel		1	0	1	204	Premna resinosa (Hochst.) Schauer (p204): small terminal clusters		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009060|PATO_0000574	PO_0009060	calyx	PATO_0000574	decreased length	calyx decreased length	A flora phenotype in which a(n) calyx exhibits the quality decreased length.	FLOPO_0000042	novel		1	0	1	68	Psydrax schimperianus (A.Rich.) Bridson (p68): the calyx short		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009081|PATO_0000574	PO_0009081	higher order inflorescence axis	PATO_0000574	decreased length	higher order inflorescence axis decreased length	A flora phenotype in which a(n) higher order inflorescence axis exhibits the quality decreased length.	PHENO|PO_0009081	novel		1	0	1	133	Deverra tortuosa (Desf.) DC. (p133): short rays		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009081|PATO_0000591	PO_0009081	higher order inflorescence axis	PATO_0000591	increased thickness	higher order inflorescence axis increased thickness	A flora phenotype in which a(n) higher order inflorescence axis exhibits the quality increased thickness.	PHENO|PO_0009081	novel		1	0	1	135	Deverra triradiata subsp. musilii Hochst. ex Boiss. (p135): thick rays		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009081|PATO_0001786	PO_0009081	higher order inflorescence axis	PATO_0001786	split	higher order inflorescence axis split	A flora phenotype in which a(n) higher order inflorescence axis exhibits the quality split.	PHENO|PO_0009081	novel		1	0	1	135	Deverra triradiata subsp. musilii Hochst. ex Boiss. (p135): split, thick rays		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: ""split, thick rays"" (umbel rays) is not a PATO split structure of an inflorescence axis)"
EQ|PO_0009081|PATO_0001891	PO_0009081	higher order inflorescence axis	PATO_0001891	ovate	higher order inflorescence axis ovate	A flora phenotype in which a(n) higher order inflorescence axis exhibits the quality ovate.	PHENO|PO_0009081	novel		1	0	1	133	Deverra tortuosa (Desf.) DC. (p133): and ovate		exclude	pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: incoherent: ovate is a planar outline; an inflorescence axis (umbel ray) cannot be ovate)
EQ|PO_0020039|PATO_0000591	PO_0020039	leaf lamina	PATO_0000591	increased thickness	leaf lamina increased thickness	A flora phenotype in which a(n) leaf lamina exhibits the quality increased thickness.	FLOPO_0001059	novel		1	0	1	244	Scrophularia deserti Delile (p244): thick blade		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020041|PATO_0000587	PO_0020041	stipule	PATO_0000587	decreased size	stipule decreased size	A flora phenotype in which a(n) stipule exhibits the quality decreased size.	FLOPO_0000167	novel		1	0	1	216	Triumfetta rhomboidea Jacq. (p216): leaves with small stipules		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020043|PATO_0000586	PO_0020043	compound leaf	PATO_0000586	increased size	compound leaf increased size	A flora phenotype in which a(n) compound leaf exhibits the quality increased size.	PHENO|PO_0020043	novel		1	0	1	77	Moringa peregrina (Forssk.) Fiori (p77): large		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020049|PATO_0000389	PO_0020049	leaflet	PATO_0000389	acute	leaflet acute	A flora phenotype in which a(n) leaflet exhibits the quality acute.	FLOPO_0000045	allowed	curator_review_2026-09-18	1	0	1	55	Senegalia laeta (R.Br. ex Benth.) Seigler & Ebinger (p55): acute-edged		exclude	PATO homonym trap: PATO:0000389 acute is a process duration, not an acute (pointed) organ shape
EQ|PO_0020049|PATO_0000587	PO_0020049	leaflet	PATO_0000587	decreased size	leaflet decreased size	A flora phenotype in which a(n) leaflet exhibits the quality decreased size.	FLOPO_0000045	novel		1	0	1	77	Moringa peregrina (Forssk.) Fiori (p77): leaflets small in size		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020049|PATO_0000599	PO_0020049	leaflet	PATO_0000599	decreased width	leaflet decreased width	A flora phenotype in which a(n) leaflet exhibits the quality decreased width.	FLOPO_0000045	novel		1	0	1	18	Searsia retinorrhoea (Steud. ex Oliv.) Moffett (p18): narrow		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020049|PATO_0001227	PO_0020049	leaflet	PATO_0001227	variant	leaflet variant	A flora phenotype in which a(n) leaflet exhibits the quality variant.	FLOPO_0000045	novel		1	0	1	317	Rhoicissus revoilii Planch. (p317): variable in shape		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: mis-grounded: ""variable"" is intra-taxon variation, not PATO variant (abnormal-sense))"
EQ|PO_0020050|PATO_0000574	PO_0020050	petiolule	PATO_0000574	decreased length	petiolule decreased length	A flora phenotype in which a(n) petiolule exhibits the quality decreased length.	FLOPO_0000439	novel		1	0	1	175	Maerua triphylla A.Rich. (p175): leaflets short-stalked		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020075|PATO_0000406	PO_0020075	mericarp	PATO_0000406	curved	mericarp curved	A flora phenotype in which a(n) mericarp exhibits the quality curved.	FLOPO_0980857	allowed	curator_review_2026-09-18	1	1	1	301	Geranium biuncinatum Kokwaro (p301): with two horns curved at the apex		exclude	mis-grounded: the curved structures are the two apical horns, not the mericarp
EQ|PO_0020142|PATO_0000574	PO_0020142	stem internode	PATO_0000574	decreased length	stem internode decreased length	A flora phenotype in which a(n) stem internode exhibits the quality decreased length.	PHENO|PO_0020142	novel		1	0	1	115	Anabasis articulata (Forssk.) Moq. (p115): short internodes		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025025|PATO_0000591	PO_0025025	root system	PATO_0000591	increased thickness	root system increased thickness	A flora phenotype in which a(n) root system exhibits the quality increased thickness.	FLOPO_0015281	novel		1	0	1	303	Iris florentina L. (p303): thick, horizontal root system		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025025|PATO_0001893	PO_0025025	root system	PATO_0001893	increased odor	root system increased odor	A flora phenotype in which a(n) root system exhibits the quality increased odor.	FLOPO_0015281	novel		1	0	1	303	Iris florentina L. (p303): with a strong odour		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025034|PATO_0000470	PO_0025034	leaf	PATO_0000470	increased amount	leaf increased amount	A flora phenotype in which a(n) leaf exhibits the quality increased amount.	FLOPO_0000004	novel		1	0	1	267	Drimia maritima (L.) Stearn (p267): leaves numerous		exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025034|PATO_0001365	PO_0025034	leaf	PATO_0001365	spiny	leaf spiny	A flora phenotype in which a(n) leaf exhibits the quality spiny.	FLOPO_0000004	allowed	2016_seed	1	1	1	54	Senegalia asak (Forssk.) Kyal. & Boatwr. (p54): leaves not spiny		exclude	duplicate of live FLOPO_0006416 (leaf spiny)
